user_id,product_id,is_clicked
838127,7882,0
955653,7882,0
509819,7882,0
137753,7882,0
213044,7882,0
231773,7882,0
699054,7882,0
576037,7882,0
161961,7882,0
803080,7882,0
823698,7882,0
361763,7882,0
866255,7882,0
800795,7882,0
156957,7882,0
969373,7882,0
509951,7882,0
281463,7882,0
441921,7882,0
402482,7882,0
159384,7882,0
778687,7882,0
685002,7882,0
182946,7882,0
714778,7882,0
824144,7882,0
823578,7882,0
596906,7882,0
300881,7882,0
291458,7882,0
181357,7882,0
567304,7882,0
870154,7882,0
152308,7882,0
141979,7882,0
759139,7882,0
168603,7882,0
187599,7882,0
226062,7882,0
809862,7882,0
577659,7882,0
376635,7882,0
611111,7882,0
546573,7882,1
857320,7882,0
371357,7882,0
388566,7882,0
327261,7882,0
404442,7882,0
922201,7882,0
840468,7882,0
840175,7882,0
512592,7882,0
802523,7882,0
936198,7882,0
719632,7882,0
243503,7882,0
554087,7882,0
533298,7882,0
142483,7882,0
259421,7882,0
939262,7882,0
724051,7882,0
851357,7882,0
808447,7882,0
419148,7882,0
701912,7882,0
473827,7882,0
411474,7882,0
724912,7882,0
239626,7882,0
456303,7882,0
151382,7882,0
235603,7882,0
840518,7882,0
809780,7882,0
408824,7882,1
692130,7882,0
341193,7882,0
895372,7882,0
726364,7882,0
690742,7882,0
859678,7882,0
873048,7882,0
306962,7882,0
760868,7882,0
660028,7882,0
672632,7882,0
783515,7882,0
660567,7882,0
628041,7882,0
635048,7882,0
605001,7882,0
347311,7882,0
805866,7882,0
513200,7882,0
241656,7882,0
102917,7882,0
703561,7882,0
217075,7882,0
637595,7882,0
463730,7882,0
213004,7882,0
640153,7882,0
550289,7882,0
365861,7882,0
930726,7882,0
351247,7882,0
850661,7882,0
910144,7882,0
472721,7882,0
176495,7882,0
335884,7882,0
122098,7882,0
342938,7882,0
382618,7882,0
898972,7882,0
293856,7882,0
702866,7882,0
479395,7882,0
383648,7882,0
542731,7882,0
821915,7882,0
757249,8331,0
717067,8331,0
750223,8331,0
625248,8331,0
591604,8331,0
595671,8331,0
452285,8331,0
551705,8331,0
790872,8331,0
252679,8331,0
350349,8331,0
469009,8331,0
329731,8331,0
140316,8331,0
431554,8331,0
771284,8331,0
855336,8331,0
469966,8331,0
610030,8331,0
869750,8331,0
225335,8331,0
431093,8331,0
827183,8331,0
171577,8331,0
759006,8331,0
133776,8331,0
836753,8331,0
611007,8331,0
928853,8331,0
629482,8331,0
664123,8331,0
480863,8331,0
140405,8331,0
613346,8331,0
397963,8331,0
404536,8331,0
900865,8331,0
403871,8331,0
986460,8331,0
677114,8331,0
244550,8331,0
381274,8331,0
364918,8331,0
371015,8331,0
322689,8331,0
254411,8331,0
879552,8331,0
145921,8331,0
682838,8331,0
336691,8331,0
352025,8331,0
233838,8331,0
440260,8331,0
407422,8331,0
977203,8331,0
302667,8331,0
102631,8331,0
857969,8331,0
467216,8331,0
310842,8331,0
819472,8331,0
855366,8331,0
404008,8331,0
474079,8331,0
802864,8331,0
952891,8331,0
919704,8331,0
816399,8331,0
155335,8331,0
183750,8331,0
540722,8331,0
815701,8331,0
152729,8331,0
369086,8331,0
691604,8331,0
458040,8331,0
784122,8331,0
602019,8331,0
181999,8331,0
757659,8331,0
235781,8331,0
146826,8331,0
437298,8331,0
791010,8331,0
906907,8331,0
592461,8331,0
792753,8331,0
251958,8331,0
414930,8331,0
124878,8331,0
773499,8331,0
770265,8331,0
885654,8331,0
600122,8331,0
128996,8331,0
299682,8331,0
892450,8331,0
127124,8331,0
619242,8331,0
999687,8331,0
455051,8331,0
201563,8331,0
703450,8331,0
593229,8331,0
714498,8331,0
384641,8331,0
373167,8331,0
458441,8331,0
667048,8331,0
723785,8331,0
170593,8331,0
143656,8331,0
505168,8331,0
572315,8331,0
899977,8331,0
929521,8331,0
225624,8331,0
365961,8331,0
154384,8331,0
112073,8331,0
370861,8331,0
742570,8331,0
144390,8331,0
883818,8331,0
866192,8331,0
880625,8331,0
191769,8331,0
776845,8331,0
222731,8331,0
690164,8331,0
521479,8331,0
126860,8331,0
939037,8331,0
292606,8331,0
647579,8331,0
443881,8331,0
883816,8331,0
651197,8331,0
200901,8331,0
680759,8331,0
916834,8331,0
403481,8331,0
236923,5686,0
232421,5686,0
113170,5686,0
166240,5686,0
635020,5686,0
329848,5686,0
935525,5686,0
816921,5686,0
458177,5686,0
683052,5686,0
660032,5686,0
631003,5686,0
288287,5686,0
251685,5686,0
324852,5686,0
415706,5686,0
499568,5686,0
609152,5686,0
869475,5686,0
747031,5686,0
970575,5686,0
127879,5686,0
389776,5686,0
408264,5686,0
698992,5686,0
866244,5686,0
369333,5686,0
597703,5686,0
560012,5686,0
327320,5686,0
681848,5686,0
380704,5686,0
860081,5686,0
976106,5686,0
221328,5686,0
124764,5686,0
677693,5686,0
428349,5686,0
689547,5686,0
734479,5686,0
893925,5686,0
906905,5686,0
525876,5686,0
677251,5686,0
820598,5686,0
344475,5686,0
234801,5686,0
361305,5686,0
618458,5686,0
577237,5686,0
810314,5686,0
237712,5686,0
838184,5686,0
826228,5686,0
160325,5686,0
681849,5686,0
568592,5686,0
435946,5686,0
912410,5686,0
300829,5686,0
428666,5686,0
989303,5686,0
399755,5686,0
270225,5686,0
879574,5686,0
566598,5686,0
519491,5686,0
495784,5686,0
649789,5686,0
195175,5686,0
775840,5686,0
788625,5686,0
348292,5686,0
711834,5686,0
426320,5686,0
711973,5686,0
872154,5686,0
233833,5686,0
376265,5686,0
468093,5686,0
702730,5686,0
346112,5686,0
534607,5686,0
203299,5686,0
791141,5686,0
712428,5686,0
417822,5686,0
115904,5686,0
218271,5686,0
539340,5686,0
970318,5686,0
821605,5686,0
979783,5686,0
371130,5686,0
163058,5686,0
137207,5686,0
816867,5686,0
391928,5686,0
870410,5686,0
760790,5686,0
844552,5686,0
169810,5686,0
641752,5686,0
398576,5686,0
562169,5686,0
220123,5686,0
218721,5686,0
112002,5686,0
817588,5686,0
928561,5686,0
164897,5686,0
928685,5686,0
785765,5686,0
128326,5686,0
591406,5686,0
896677,5686,0
107129,5686,0
111055,5686,0
724543,5686,0
185576,5686,0
590597,5686,0
425579,5686,0
711511,5686,0
885043,5686,0
204179,5686,0
999811,5686,0
436645,5686,0
943208,5686,0
498005,5686,0
323798,5686,0
487283,5686,0
762126,5686,0
344966,5686,0
934595,5686,0
421674,5686,0
817722,5692,0
450773,5692,0
570822,5692,0
260167,5692,0
196662,5692,0
687459,5692,0
817539,5692,0
137288,5692,0
294592,5692,0
120103,5692,0
235881,5692,0
104705,5692,0
752347,5692,0
832585,5692,0
142682,5692,0
161629,5692,0
484859,5692,0
207824,5692,0
108519,5692,0
779312,5692,0
638080,5692,0
746814,5692,0
516421,5692,0
413677,5692,0
486675,5692,0
232872,5692,0
823328,5692,0
476999,5692,0
922314,5692,0
387754,5692,0
402317,5692,0
416260,5692,0
144694,5692,0
743708,5692,0
868237,5692,0
617110,5692,0
256060,5692,0
470884,5692,0
413092,5692,0
341163,5692,0
917500,5692,0
601296,5692,0
318449,5692,0
413059,5692,0
207116,5692,0
779816,5692,0
542150,5692,0
792454,5692,0
124508,5692,0
316692,5692,0
138220,5692,0
600360,5692,0
458649,5692,0
801595,5692,0
805803,5692,0
461537,5692,0
283527,5692,0
443220,5692,0
370964,5692,0
772754,5692,0
596887,5692,0
488425,5692,0
187553,5692,0
877948,5692,0
300643,5692,0
346100,5692,0
777432,5692,0
345129,5692,0
166549,5692,0
730484,5692,0
235081,5692,0
548577,5692,0
141842,5692,0
438699,5692,0
717601,5692,0
140109,5692,0
628147,5692,0
624233,5692,0
272706,5692,0
652973,5692,0
479300,5692,0
771092,5692,0
596686,5692,0
879296,5692,0
650011,5692,0
467952,5692,0
987534,5692,0
139358,5692,0
739842,5692,0
678313,5692,0
795413,5692,0
556903,5692,0
423875,5692,0
726844,5692,0
937559,5692,0
839355,5692,0
442443,5692,0
773580,5692,0
594083,5692,0
195457,5692,0
832628,5692,0
101073,5692,0
200125,5692,0
128141,5692,0
176047,5692,0
812414,5692,0
985293,5692,0
819875,5692,0
849988,5692,0
611974,5692,0
589792,5692,0
625264,5692,0
961138,5692,0
985748,3765,0
337009,3765,0
860116,3765,0
257308,3765,0
344139,3765,0
766862,3765,0
900689,3765,0
715377,3765,0
730448,3765,0
505815,3765,0
616044,3765,0
461800,3765,0
627494,3765,0
970208,3765,0
322754,3765,0
533420,3765,0
669345,3765,0
961678,3765,0
578416,3765,0
160274,3765,0
396352,3765,0
238770,3765,0
426836,3765,0
757657,3765,0
396257,3765,0
950054,3765,0
994652,3765,0
406067,3765,0
593139,3765,0
185353,3765,0
323097,3765,0
178879,3765,0
246846,3765,0
447931,3765,0
804586,3765,0
290341,3765,0
320928,3765,0
395376,3765,0
407746,3765,0
154371,3765,0
176927,3765,0
763979,3765,0
102852,3765,0
760352,3765,0
372835,3765,0
963934,3765,0
810405,3765,0
290389,3765,0
322846,3765,0
808150,3765,0
729207,3765,0
274463,3765,0
730685,3765,0
309285,3765,0
905008,3765,0
869676,3765,0
711127,3765,0
903071,3765,0
280346,3765,0
790561,3765,0
599069,3765,0
908816,3765,0
473615,3765,0
724792,3765,0
285401,3765,0
429084,3765,0
113199,3765,0
968993,3765,0
566708,3765,0
554465,3765,0
978255,3765,0
398612,3765,0
134947,3765,0
746773,3765,0
684764,3765,0
748350,3765,0
446530,3765,0
803151,3765,0
119868,3765,0
371496,3765,0
764940,3765,0
298728,3765,0
744769,3765,0
230702,3765,0
846105,3765,0
815182,3765,0
499741,3765,0
600395,3765,0
581390,3765,0
195189,3765,0
397779,3765,0
777691,3765,0
882286,3765,0
948320,3765,0
299677,3765,0
631961,3765,0
690049,3765,0
185787,3765,0
208030,3765,0
675236,3765,0
142806,3765,0
344527,3765,0
636628,3765,0
690662,3765,0
266326,3765,0
527114,3765,0
289365,3765,0
777129,3765,0
555269,3765,0
138816,3765,0
355430,3765,0
874446,3765,0
476372,3765,0
357182,3765,0
875968,3765,0
315749,3765,0
265709,3765,0
637242,3765,0
765906,3765,0
652292,3765,0
541939,3765,0
271536,3765,0
215027,3765,0
891301,3765,0
151125,3765,0
994680,3765,0
604938,3765,0
484389,3765,0
504275,2867,0
258208,2867,0
614040,2867,0
181210,2867,0
385272,2867,0
235420,2867,0
521925,2867,0
159970,2867,0
704052,2867,0
679992,2867,0
653513,2867,1
999082,2867,0
148646,2867,0
564920,2867,0
675029,2867,0
699901,2867,0
222992,2867,0
973578,2867,0
774800,2867,0
634558,2867,0
507510,2867,0
398252,2867,0
514826,2867,0
441373,2867,1
764356,2867,0
261138,2867,0
317425,2867,0
796752,2867,0
605660,2867,1
233231,2867,0
523469,2867,0
177210,2867,1
159366,2867,0
701224,2867,0
348534,2867,0
288992,2867,0
339855,2867,0
870188,2867,1
272235,2867,0
404553,2867,0
236060,2867,0
188131,2867,0
509076,2867,0
725223,2867,0
799949,2867,0
367596,2867,1
264658,2867,0
273528,2867,0
832288,2867,0
491540,2867,0
981049,2867,0
126365,2867,0
502573,2867,0
195474,2867,0
100814,2867,0
507051,2867,0
861708,2867,0
212740,2867,0
455885,2867,0
902732,2867,0
562660,2867,0
260535,2867,0
330329,2867,0
535906,2867,0
560414,2867,0
539367,2867,0
951067,2867,0
241462,2867,0
980881,2867,0
276848,2867,0
812326,2867,0
797165,2867,0
545218,2867,0
453256,2867,0
227379,2867,1
973443,2867,0
388177,2867,0
949152,2867,0
917999,2867,0
886432,2867,0
244595,2867,0
976034,2867,0
903705,2867,0
547302,2867,0
949786,2867,1
294136,2867,1
470945,2867,0
285283,2867,0
473405,2867,0
453454,2867,0
561043,2867,0
705828,2867,0
395991,2867,0
490192,2867,0
691135,2867,0
151211,2867,0
214203,2867,0
427078,2867,0
155396,2867,0
613073,2867,0
891854,2867,0
558655,2867,0
756118,2867,0
101233,2867,0
496132,2867,0
162480,2867,0
282272,2867,0
939578,2867,0
518365,2867,0
966770,2867,0
344422,2867,0
431110,2867,0
247383,2867,0
621779,2867,0
662577,2867,0
560456,2867,0
330352,2867,0
255701,2867,0
531776,2867,0
254153,2867,1
964790,2867,0
695154,2867,0
939813,2867,0
492659,2867,0
945564,2867,0
452305,2867,0
416341,2867,0
590227,2867,0
461644,2867,0
147993,2867,0
547911,2867,0
104359,2867,0
773296,2867,0
554696,2867,0
235731,2867,0
490766,2867,0
420830,2867,1
617214,2867,0
930240,7459,0
723444,7459,0
943813,7459,0
146630,7459,0
214241,7459,0
802967,7459,0
164506,7459,0
112025,7459,0
745385,7459,0
216491,7459,0
399696,7459,0
663204,7459,0
288948,7459,0
737529,7459,0
261957,7459,0
405446,7459,0
558801,7459,0
609409,7459,0
932802,7459,0
494557,7459,0
742234,7459,0
758814,7459,0
871237,7459,0
802476,7459,0
485821,7459,0
